City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kourou,5.1552,-52.6478,298.18,86,85,3.97,GF,1698642007
365,westerland,54.9079,8.3033,285.16,87,100,8.75,DE,1698642130
366,meulaboh,4.1363,96.1285,301.39,74,89,2.19,ID,1698642130
367,remire-montjoly,4.9167,-52.2667,298.17,100,80,0.0,GF,1698642131
368,carutapera,-1.195,-46.02,298.95,79,29,3.25,BR,1698642132
369,grootfontein,-19.5667,18.1167,293.04,20,20,4.02,NA,1698642133
370,broken hill,-31.95,141.4333,300.96,18,91,7.67,AU,1698642134
371,norfolk county,42.1668,-71.2495,281.98,94,100,2.57,US,1698642135
372,monte alegre,-2.0078,-54.0692,300.1,63,5,2.84,BR,1698642135
373,santana,-0.0583,-51.1817,301.25,74,0,3.6,BR,1698642136
374,dossor,47.5272,52.9811,283.21,66,45,5.35,KZ,1698642137
375,kete krachi,7.7939,-0.0498,299.38,78,48,2.42,GH,1698642137
376,port de pollenca,39.9075,3.0814,292.29,66,85,1.81,ES,1698642025
377,bengkulu,-3.8004,102.2655,300.42,70,84,4.43,ID,1698642139
378,akureyri,65.6835,-18.0878,266.11,93,0,0.0,IS,1698642140
379,george town,5.4112,100.3354,304.36,81,20,3.6,MY,1698641928
380,nelson bay,-32.7167,152.15,307.18,55,1,10.73,AU,1698642141
381,maracas,-13.4411,-40.4308,289.26,87,51,2.35,BR,1698642142
382,dzerzhinskoye,56.8344,95.2283,268.01,52,2,0.89,RU,1698642142
383,kerikeri,-35.2268,173.9474,290.88,94,100,1.34,NZ,1698642143
384,fada n'gourma,12.0622,0.3578,300.96,30,1,1.34,BF,1698642144
385,saint-philippe,-21.3585,55.7679,299.92,81,40,5.74,RE,1698642144
386,uaua,-9.8414,-39.4817,293.86,79,22,5.49,BR,1698642067
387,marsh harbour,26.5412,-77.0636,298.8,79,75,8.57,BS,1698642014
388,murun-kuren,49.6342,100.1625,274.08,66,92,2.45,MN,1698642146
389,galle,6.0367,80.217,301.78,68,95,1.11,LK,1698642147
390,yeppoon,-23.1333,150.7333,302.03,54,65,5.92,AU,1698642147
391,tougan,13.0667,-3.0667,299.3,32,0,1.51,BF,1698642148
392,sarmiento,-45.5882,-69.07,277.39,69,65,3.8,AR,1698642149
393,ad dabbah,18.05,30.95,300.6,26,7,2.63,SD,1698642150
394,grand falls-windsor,48.9332,-55.6649,274.54,64,12,6.44,CA,1698642151
395,rio gallegos,-51.6226,-69.2181,276.18,75,20,5.66,AR,1698642103
396,bubaque,11.2833,-15.8333,301.28,74,59,3.46,GW,1698642152
397,quelimane,-17.8786,36.8883,299.12,88,75,11.18,MZ,1698642152
398,forster,-32.1667,152.5167,299.98,46,0,8.54,AU,1698642153
399,qala i naw,34.9874,63.1289,297.01,23,5,1.31,AF,1698642154
400,clifton,40.8584,-74.1638,285.23,87,100,4.63,US,1698641864
401,jakobstad,63.6749,22.7026,270.89,90,94,1.97,FI,1698642155
402,aconibe,1.2968,10.9369,292.63,99,90,0.53,GQ,1698642155
403,valparaiso,-33.0393,-71.6273,284.95,82,75,1.54,CL,1698642089
404,tsagan aman,47.5639,46.7218,282.9,72,6,3.91,RU,1698642157
405,moron,-34.6534,-58.6198,293.01,80,74,8.05,AR,1698642158
406,inirida,3.8653,-67.9239,296.57,98,100,1.25,CO,1698642158
407,alvaraes,-3.2208,-64.8042,301.26,55,100,1.39,BR,1698642159
408,vahdat,38.5563,69.0135,291.56,52,22,1.0,TJ,1698642160
409,ndele,8.4109,20.6473,295.53,81,29,1.04,CF,1698642160
410,vorzel',50.5444,30.153,284.96,74,92,4.6,UA,1698642161
411,uba,-21.12,-42.9428,295.55,94,98,0.94,BR,1698642161
412,swan hill,-35.3378,143.5544,299.33,19,62,9.6,AU,1698642162
413,san martin de los andes,-40.1604,-71.3486,269.46,98,84,2.56,AR,1698642162
414,gwaram,11.2764,9.8858,294.91,29,44,2.29,NG,1698642163
415,bereket,39.2446,55.5154,297.31,38,76,4.27,TM,1698642164
416,grand-lahou,5.1367,-5.0242,298.69,87,5,1.01,CI,1698642164
417,bantay,17.5847,120.3892,304.24,65,82,2.68,PH,1698642165
418,grants,35.1473,-107.8514,271.28,50,0,4.12,US,1698642165
419,callao,-12.0667,-77.15,294.1,82,0,5.14,PE,1698642063
420,prabuty,53.755,19.2055,283.17,88,100,6.37,PL,1698642166
421,santa cruz de barahona,18.2085,-71.1008,299.68,85,93,0.7,DO,1698642167
422,rikaze,29.25,88.8833,282.39,31,11,0.79,CN,1698642168
423,alice springs,-23.7,133.8833,309.9,4,49,5.14,AU,1698642168
424,acajutla,13.5928,-89.8275,298.84,85,100,5.2,SV,1698642169
425,gamba,-2.65,10.0,298.13,91,82,2.04,GA,1698642170
426,kencong,-8.2833,113.3667,304.29,57,23,5.81,ID,1698642171
427,candelaria,13.9311,121.4233,303.37,65,92,4.42,PH,1698642171
428,slyudyanka,51.6594,103.7061,274.85,61,98,1.24,RU,1698642172
429,gumdag,39.2061,54.5906,293.05,74,72,4.83,TM,1698642172
430,nieuw amsterdam,5.8833,-55.0833,300.38,88,70,3.22,SR,1698642173
431,el rama,12.1596,-84.2195,296.62,97,100,0.91,NI,1698642174
432,nikolayevsk-on-amure,53.1406,140.73,278.01,49,23,1.97,RU,1698641967
433,banda aceh,5.5577,95.3222,301.75,70,100,2.23,ID,1698642175
434,imbituva,-25.23,-50.6044,291.56,99,100,0.89,BR,1698642175
435,bismarck,46.8083,-100.7837,266.63,86,100,5.14,US,1698642026
436,gurupa,-1.405,-51.64,295.86,91,40,1.62,BR,1698642176
437,sao felipe,-14.8167,-41.3833,294.01,69,29,1.74,BR,1698642177
438,tolanaro,-25.0319,46.9987,299.19,73,20,1.03,MG,1698642177
439,abagur,53.7308,87.2526,268.83,66,100,0.87,RU,1698642178
440,golbasi,37.7836,37.6367,291.06,43,84,1.84,TR,1698642179
441,aldama,22.9167,-98.0667,296.76,87,1,1.52,MX,1698642179
442,beloyarskiy,63.7119,66.6722,260.93,97,76,1.34,RU,1698642180
443,pizarro,4.9533,-77.366,297.89,89,96,0.77,CO,1698642180
444,bechem,7.0903,-2.025,294.66,96,15,0.79,GH,1698642181
445,kowon-up,39.4381,127.2431,294.77,41,72,4.72,KP,1698642182
446,nova sintra,14.8667,-24.7167,295.97,68,93,2.57,CV,1698642183
447,tromso,69.6496,18.957,271.16,86,75,2.57,NO,1698642129
448,talara,-4.5772,-81.2719,294.19,79,95,6.89,PE,1698642184
449,imbituba,-28.24,-48.6703,295.87,85,100,0.86,BR,1698642185
450,corozal,9.3151,-75.2928,296.69,88,100,1.81,CO,1698642186
451,santiago de cao,-7.9589,-79.2392,292.22,88,100,3.6,PE,1698642186
452,canacona,14.9959,74.0506,302.89,67,100,0.63,IN,1698642187
453,savanna-la-mar,18.219,-78.1332,300.12,82,21,0.52,JM,1698642188
454,boryeong,36.3493,126.5977,291.32,66,23,2.62,KR,1698642188
455,usogorsk,63.4106,48.6872,269.63,83,100,1.74,RU,1698642189
456,kenai,60.5544,-151.2583,278.76,85,99,4.83,US,1698642189
457,pingliang,35.5392,106.6861,292.78,37,0,2.18,CN,1698642190
458,massakory,12.996,15.7293,299.74,17,28,3.51,TD,1698642191
459,notse,6.95,1.1667,297.2,89,80,1.53,TG,1698642191
460,wanxian,30.8039,108.3897,297.2,59,1,0.51,CN,1698642192
461,spanish wells,26.323,-81.7957,296.46,61,0,2.06,US,1698642193
462,aioun,16.6614,-9.6149,303.71,31,69,2.68,MR,1698642193
463,kimberley,-28.7323,24.7623,284.98,54,75,7.72,ZA,1698642194
464,cannonvale,-20.2833,148.7,297.81,51,21,5.45,AU,1698642194
465,naracoorte,-36.9579,140.7383,290.35,39,89,9.87,AU,1698642195
466,lashio,22.9333,97.75,301.29,50,9,0.87,MM,1698642196
467,kalachinsk,55.0529,74.5751,271.28,90,100,7.51,RU,1698642197
468,antsiranana,-12.2787,49.2917,300.57,61,40,6.17,MG,1698642197
469,cafayate,-26.073,-65.9761,294.97,33,11,0.32,AR,1698642198
470,chibuto,-24.6867,33.5306,291.4,58,100,6.27,MZ,1698642199
471,tralee,52.2704,-9.7026,280.71,94,88,1.87,IE,1698642200
472,mutum biyu,8.6333,10.7667,299.0,62,100,0.98,NG,1698642200
473,buurhakaba,2.8026,44.0781,297.2,84,100,2.33,SO,1698642201
474,hamilton,39.1834,-84.5333,285.92,96,100,6.17,US,1698642202
475,shakiso,5.75,38.9167,288.46,99,93,1.14,ET,1698642202
476,isla mujeres,21.2311,-86.731,296.02,75,5,3.45,MX,1698642203
477,san patricio,28.017,-97.5169,290.07,70,14,8.55,US,1698642203
478,owando,-0.4819,15.8999,295.58,86,34,0.56,CG,1698642204
479,daru,-9.0763,143.2092,299.25,82,100,7.44,PG,1698642205
480,yanta,36.2411,115.6672,299.92,25,0,3.03,CN,1698642205
481,bulungu,-4.55,18.6,295.21,94,87,0.69,CD,1698642206
482,katsuura,35.1333,140.3,293.0,57,6,4.07,JP,1698642206
483,keelung,25.1283,121.7419,300.09,77,66,4.15,TW,1698642207
484,kalemie,-5.9475,29.1947,295.06,83,85,0.74,CD,1698642208
485,sao gabriel da cachoeira,-0.1303,-67.0892,295.76,98,100,0.96,BR,1698642208
486,iaciara,-14.0958,-46.6317,302.43,31,94,1.84,BR,1698642209
487,al hazm,16.1641,44.7769,297.89,47,55,1.99,YE,1698642209
488,al fallujah,33.3538,43.7795,292.09,27,100,0.4,IQ,1698642210
489,oltiariq,40.3919,71.4742,295.01,28,17,1.34,UZ,1698642211
490,weyburn,49.6668,-103.8511,270.27,80,17,4.12,CA,1698642211
491,zacharo,37.4833,21.65,290.42,72,0,2.01,GR,1698642212
492,pasan,22.85,82.2,298.53,42,94,1.5,IN,1698642213
493,sola,-13.8833,167.55,299.46,81,69,7.54,VU,1698642082
494,horta,38.5333,-28.6333,289.83,66,100,0.72,PT,1698642214
495,cockburn town,21.4612,-71.1419,301.66,79,45,5.0,TC,1698642214
496,kangal,39.2335,37.3911,285.56,56,100,0.97,TR,1698642215
497,san isidro de curuguaty,-24.5167,-55.7,295.32,97,85,2.96,PY,1698642216
498,portland,45.5234,-122.6762,282.64,53,0,5.81,US,1698642164
499,coquimbo,-29.9533,-71.3436,288.0,88,0,2.06,CL,1698642146
500,colares,38.7992,-9.4469,289.44,76,39,0.45,PT,1698642218
501,sao vicente,-23.9631,-46.3919,300.25,26,100,3.28,BR,1698642218
502,curuca,-0.7289,-47.8481,298.64,81,21,2.92,BR,1698642219
503,margate,51.3813,1.3862,287.54,87,17,1.34,GB,1698642220
504,havelberg,52.8309,12.0755,284.73,85,100,4.5,DE,1698642221
505,megion,61.0296,76.1136,265.16,88,20,2.86,RU,1698642222
506,liberal,37.0431,-100.921,270.73,79,0,3.09,US,1698642222
507,fort mcmurray,56.7268,-111.381,267.92,79,100,1.54,CA,1698642026
508,flying fish cove,-10.4217,105.6791,301.97,74,100,5.14,CX,1698642223
509,ivins,37.1686,-113.6794,281.77,28,0,0.45,US,1698642224
510,vrangel',42.7297,133.0839,286.24,79,99,2.93,RU,1698642224
511,undurkhaan,47.3194,110.6556,276.21,42,100,5.08,MN,1698642225
512,rawah,34.4816,41.9093,297.76,37,100,3.31,IQ,1698642226
513,nguigmi,14.2495,13.1092,300.45,23,0,5.56,NE,1698642226
514,middletown,39.5151,-84.3983,285.28,97,100,3.6,US,1698642227
515,sierra grande,-41.606,-65.3557,280.64,30,18,9.8,AR,1698642227
516,bochum,51.4833,7.2167,285.58,74,100,1.34,DE,1698642090
517,sabang,5.8933,95.3214,300.9,75,100,4.19,ID,1698642229
518,mohr,54.3528,9.7167,283.23,88,80,6.17,DE,1698642229
519,gisborne,-38.6533,178.0042,287.17,96,100,9.62,NZ,1698642230
520,fort st. john,56.2499,-120.8529,270.09,80,75,1.54,CA,1698642043
521,'alaqahdari dishu,30.4374,63.313,300.48,25,16,0.55,AF,1698642231
522,wynyard,-41.0,145.7167,287.58,49,100,7.06,AU,1698642231
523,mogoytuy,51.2833,114.9167,270.66,27,75,1.91,RU,1698642232
524,merizo village,13.2658,144.6691,304.46,91,39,4.62,GU,1698642232
525,devils lake,48.1128,-98.8651,269.14,86,100,7.2,US,1698642233
526,san ignacio de velasco,-16.3667,-60.95,298.88,61,22,2.35,BO,1698642234
527,grand baie,-20.0182,57.5802,300.62,65,7,4.47,MU,1698642234
528,kilindoni,-7.9139,39.6668,299.67,82,93,3.95,TZ,1698642235
529,brewton,31.1052,-87.0722,293.29,91,0,1.57,US,1698642235
530,paita,-5.0892,-81.1144,293.51,80,100,5.22,PE,1698642236
531,toledo,39.8333,-4.0,285.55,83,100,8.29,ES,1698642237
532,lazaro cardenas,17.9583,-102.2,299.35,85,75,1.97,MX,1698642237
533,campbell river,50.0163,-125.2446,276.73,100,75,1.54,CA,1698642238
534,dorogobuzh,54.915,33.2972,275.42,96,100,5.91,RU,1698642238
535,caleta de carquin,-11.0925,-77.6267,291.98,91,97,4.08,PE,1698642239
536,svetlyy,54.675,20.1347,285.18,83,86,8.42,RU,1698642239
537,bamboo flat,11.7,92.7167,303.2,74,40,3.6,IN,1698642240
538,santa maria da vitoria,-13.3947,-44.1886,297.97,37,55,1.78,BR,1698642180
539,odda,60.0691,6.5457,280.25,74,23,3.76,NO,1698642241
540,burutu,5.3509,5.5076,297.62,85,100,0.6,NG,1698642242
541,mananara,-16.1667,49.7667,300.26,65,47,1.25,MG,1698642243
542,khandyga,62.6667,135.6,266.96,95,100,2.11,RU,1698642244
543,fortuna foothills,32.6578,-114.4119,290.2,18,0,3.09,US,1698642244
544,tocina,37.6011,-5.7241,290.28,95,100,3.41,ES,1698642245
545,birjand,32.8663,59.2211,294.41,26,0,3.09,IR,1698642245
546,naifaru,5.4444,73.3657,299.29,78,100,1.95,MV,1698642246
547,kuanda,56.3161,116.0806,266.45,43,9,0.42,RU,1698642247
548,el calafate,-50.3408,-72.2768,275.88,66,3,4.1,AR,1698642247
549,steinau an der strasse,50.314,9.4634,285.21,96,100,3.22,DE,1698642249
550,la sarre,48.8002,-79.1996,271.95,73,100,1.6,CA,1698642249
551,linxia chengguanzhen,35.6003,103.2064,288.39,31,25,1.66,CN,1698642250
552,shenjiamen,29.9576,122.298,295.44,60,10,3.48,CN,1698642251
553,pio xii,-3.8325,-45.1525,297.09,81,2,1.96,BR,1698642251
554,taunggyi,20.7833,97.0333,296.45,70,94,0.22,MM,1698642252
555,belyy yar,53.6039,91.3903,271.09,64,0,2.0,RU,1698642253
556,paraisopolis,-22.5542,-45.78,293.73,95,90,0.56,BR,1698642115
557,waimea,20.0231,-155.6717,293.23,94,55,3.58,US,1698642254
558,yangi qal'ah,37.4657,69.6113,298.25,22,10,1.08,AF,1698642254
